Name,Aspect,Curvature,Slope,Elevation,Area,Geology,Extent,Domain
Translational slide,237.18956909179687,-102816509.8,36.273231506347656,972.8,3594.892,LHS Daling,Sikkim,
Debris slide,218.73994827270508,-114120199.0,41.2721471786499,914.5,3011.155,LHS Daling,Sikkim,
Rock slide,194.8960154215495,-116975689.41666669,44.1860715230306,857.6,11185.134,LHS Daling,Sikkim,
Rock slide,203.9888168334961,-120384015.05,34.53396940231323,808.0,17909.224,LHS Daling,Sikkim,
Translational slide,206.88822555541992,-30600435.0,36.56033515930176,1002.75,2986.696,LHS Daling,Sikkim,
Debris slide,193.73118402754227,-342906577.76510763,39.30528798237263,1064.512738256548,1832.767,LHS Daling,Sikkim,
Debris slide,184.24139404296875,-127152264.8,46.50729370117188,1143.4,4827.492,LHS Daling,Sikkim,
Translational slide,199.93537423270087,-25611274.401785713,33.13406094142369,1992.6857142857143,30551.1,LHS Daling,Sikkim,
Rock slide,166.60978383866566,-187165816.46031743,48.65379506065732,1292.7936507936508,53448.551,LHS Daling,Sikkim,
Debris slide,137.5032730102539,335515552.0,36.97314357757568,1614.5,2897.207,LHS Daling,Sikkim,
Debris slide,219.0340321858724,-74064784.49166667,32.79816780090332,1592.2666666666667,11631.628,LHS Daling,Sikkim,
Debris slide,189.028096816119,54423539.647058815,39.87642153571634,1572.4117647058824,13776.304,LHS Daling,Sikkim,
Debris slide,226.34378901890344,-20880368.982142854,36.28351473127093,1530.928571428571,59174.963,LHS Daling,Sikkim,
Debris slide,231.73461853027345,34848471.18,33.61369125366211,1453.68,21993.526,LHS Daling,Sikkim,
Debris slide-flow,176.92553588322227,-54655753.008928575,28.3966599873134,731.8214285714284,45598.434,LHS Daling,Sikkim,
Translational slide,240.0092283884684,-28649857.14583333,21.795278509457905,803.7916666666665,20545.877,LHS Daling,Sikkim,
Debris slide,223.57743835449216,20880435.33333333,27.941216468811035,800.1666666666665,4772.423,LHS Daling,Sikkim,
Debris slide,159.24792896617544,-94058791.63636361,43.58614158630371,818.9090909090908,7692.816,LHS Daling,Sikkim,
Debris slide,174.84452056884763,-423001856.0,33.283568382263184,834.5,1673.482,LHS Daling,Sikkim,
Debris slide,174.18555010894792,329212107.83496505,38.07589866339378,905.7524041425539,978.061,LHS Daling,Sikkim,
Debris slide,282.2286376953125,-118438748.0,26.87625503540039,894.5,2554.869,LHS Daling,Sikkim,
Debris slide,158.27672756990756,107911165.51238956,51.30114377525253,647.9713889236388,979.868,LHS Daling,Sikkim,
Debris slide,156.4887440999349,-68398060.33333333,44.58419545491537,960.6666666666665,2038.781,LHS Daling,Sikkim,
Debris slide,131.89510165896587,47968940.38697755,25.562721416523633,1395.209686052758,656.997,LHS Daling,Sikkim,
Debris slide,155.60582234164397,-320230702.7497719,36.17552681224844,1255.9155679873031,988.742,LHS Daling,Sikkim,
Debris slide,151.94068954752476,48484057.167624205,33.17394764174098,1447.7983614532864,345.26,LHS Daling,Sikkim,
Debris slide,38.21013927459717,-257220444.0,18.96800208091736,738.75,3007.437,LHS Daling,Sikkim,
Debris slide,187.9659576416016,-136441474.0,38.68672943115234,920.5,1686.241,LHS Daling,Sikkim,
Debris slide,182.56018066406247,-191231473.6,39.31853904724121,949.2,2749.619,LHS Daling,Sikkim,
Debris slide,178.3089050292969,-158256259.2,55.23113479614258,1116.2,3230.255,LHS Daling,Sikkim,
Debris slide,143.5609992980957,-28008118.9,43.185190773010255,1446.35,17194.039,LHS Daling,Sikkim,
Debris slide,148.18082021077473,-208319785.9333333,41.33885142008464,858.9333333333332,23053.967,LHS Daling,Sikkim,
Debris slide,179.320440541143,59196505.2173913,29.158815135126527,763.5217391304349,17767.424,LHS Daling,Sikkim,
Debris slide,150.95472462972006,29520427.666666668,47.757174809773765,923.6666666666665,5066.148,LHS Daling,Sikkim,
Debris slide,161.0601634979248,-381870044.0,48.506967544555664,883.0,7380.085,LHS Daling,Sikkim,
Debris slide,145.39652379353842,-22321402.0,41.7779949506124,2266.083333333333,10297.145,LHS Daling,Sikkim,
Debris slide,119.15804642897386,-46412163.41826923,31.0979370704064,623.6923076923077,10735.276,LHS Daling,Sikkim,
Debris slide,133.7598308216442,21730919.727272727,42.06607471812856,466.27272727272725,9319.557,LHS Daling,Sikkim,
Debris slide-flow,132.2472245122345,-102868724.46478872,26.942538059933085,513.9859154929577,60168.512,LHS Daling,Sikkim,
Debris slide,188.61660410563152,-193559896.0,38.61987628539404,299.2,26731.691,LHS Daling,Sikkim,
Debris slide,192.20405197143555,-78929808.0,43.92237281799317,410.625,6207.027,LHS Daling,Sikkim,
Debris slide-flow,107.15172262191771,-60810041.10416666,32.422342427571614,698.35,101151.598,LHS Daling,Sikkim,
Debris slide,143.4917392730713,-97740048.74999999,26.305618047714237,587.625,6080.948,LHS Daling,Sikkim,
Debris slide,162.14032406277127,-189680241.77777776,24.60734318362342,531.1111111111111,7431.571,LHS Daling,Sikkim,
Debris slide,177.10989379882812,66828943.63636363,40.19254164262252,463.7272727272728,9558.191,LHS Daling,Sikkim,
Debris slide,171.8384017944336,-78839724.0,31.350111007690433,431.5,1787.745,LHS Daling,Sikkim,
Debris slide,136.82284979471555,-10479757.758796263,40.15701432118596,461.4646150639031,1026.985,LHS Daling,Sikkim,
Debris slide,127.62969120140156,108488296.5285528,40.225155372365855,547.9228779212909,1447.38,LHS Daling,Sikkim,
Debris slide,90.01842568137431,-90916013.90909089,34.09428475119851,666.7272727272727,8207.833,LHS Daling,Sikkim,
Debris slide,166.6380157470703,-294239837.0,28.560007890065503,425.16666666666663,5026.835,LHS Daling,Sikkim,
Debris slide,190.28897857666013,-216361724.0,36.801191329956055,1005.5,1938.225,LHS Daling,Sikkim,
Debris slide,179.03305053710935,-57958494.0,44.38148880004884,907.5,1540.626,LHS Daling,Sikkim,
Debris slide,241.97910690307617,-127259363.5,38.038113594055176,932.5,4123.702,LHS Daling,Sikkim,
Debris slide,198.06991831461588,275039780.0,36.3467820485433,787.0,4661.92,LHS Daling,Sikkim,
Debris slide,210.69730377197268,65879724.0,26.21896171569825,817.0,1029.716,LHS Daling,Sikkim,
Debris slide,215.96539366385568,-65548298.00448355,29.292747215774735,776.0265463538842,1655.349,LHS Daling,Sikkim,
Debris slide,236.09133300781247,-45071905.6,32.489627838134766,724.2,8899.806,LHS Daling,Sikkim,
Debris slide,248.9357844470092,188670571.35660017,29.79114068723874,745.6310837117587,946.954,LHS Daling,Sikkim,
Debris slide,195.99547068277997,-80879229.33333334,35.45885213216146,579.5,3886.429,LHS Daling,Sikkim,
Debris slide,207.60305404663083,-169559710.0,31.100647687911987,606.75,4561.921,LHS Daling,Sikkim,
Debris slide,196.2453956604004,-160559925.75,36.02553844451904,690.5,1547.168,LHS Daling,Sikkim,
Debris slide,233.41226959228516,-369000024.0,37.663254737854,724.0,2227.606,LHS Daling,Sikkim,
Debris slide,223.4246651198992,119226597.9453696,22.748807818757683,1218.544819724175,1418.407,LHS Daling,Sikkim,
Debris slide,224.06447554360233,133444038.74630667,35.82572517731473,1190.1850906858435,715.927,LHS Daling,Sikkim,
Debris slide,192.2405965850969,35774236.164609686,34.70172506341284,1104.178483954118,1347.774,LHS Daling,Sikkim,
Debris slide-flow,157.04645792643228,-92397991.33333331,35.71144994099935,1261.6666666666667,3625.169,LHS Daling,Sikkim,
Debris slide,175.53412373860678,-35756009.33333333,41.67562739054362,1092.3333333333333,2230.531,LHS Daling,Sikkim,
Debris slide,75.16201782226561,-424366844.0,48.46465606689453,1046.2,4447.166,LHS Daling,Sikkim,
Debris slide,164.48758087158203,-112607227.2,35.73395309448242,775.7,8185.236,LHS Daling,Sikkim,
Debris slide,107.85845947265624,-193139090.0,25.668349742889404,886.75,3567.841,LHS Daling,Sikkim,
Debris slide,99.42162704467773,178562260.0,36.07163333892822,1227.5,2083.265,LHS Daling,Sikkim,
Debris slide,69.18088150024414,1442812.0000000002,20.97171401977539,1324.5,1326.436,LHS Daling,Sikkim,
Debris slide,112.23483657836914,202200960.0,36.88251717885336,1247.0,5299.266,LHS Daling,Sikkim,
Debris slide,52.54895076751709,-31247960.2,30.9529411315918,1123.8,9061.702,LHS Daling,Sikkim,
Debris slide,135.29465445185517,-182737849.05203307,44.52906901758388,1864.9180771841436,966.531,LHS Daling,Sikkim,
Debris slide,136.16637137560224,328773773.80653733,34.398530189683605,2203.3895661006236,1424.55,LHS Daling,Sikkim,
Debris slide,225.004623413086,-89460684.0,39.23967266082764,1448.0,3458.946,LHS Daling,Sikkim,
Debris slide,159.0482063293457,-268919960.0,51.77813243865966,1532.75,3071.643,LHS Daling,Sikkim,
Debris slide,149.898193359375,-23041749.33333333,58.25006357828776,990.0,3100.989,LHS Daling,Sikkim,
Debris slide,189.57522583007807,-259098028.28571427,48.13714831215994,853.5714285714284,5749.323,LHS Daling,Sikkim,
Debris slide-flow,175.195499420166,-97280841.49999999,32.503166092766655,1499.8333333333333,12603.048,LHS Daling,Sikkim,
Debris slide-flow,157.714111328125,-81854677.0,43.267223834991455,1476.375,13509.979,LHS Daling,Sikkim,
Rock slide,182.28030495835887,-23283107.277016133,44.52164513987879,1196.3118279569892,395295.986,LHS Daling,Sikkim,
Rock slide,136.81510628594293,-139479587.66666663,44.623677889506006,1177.2777777777778,17243.747,LHS Daling,Sikkim,
Debris slide,145.83236355251736,-12640428.222222222,28.547738711039223,607.8888888888889,7301.671,LHS Daling,,
Debris slide,135.09843497745393,340931845.4961282,35.269365221627915,524.5920097499037,804.462,LHS Daling,,
Debris slide,166.53463436709677,-74408040.55334303,17.365579795075835,443.85109845650015,1792.435,LHS Daling,,
Debris slide,128.3395390046642,-42370813.381500326,30.96030819515848,430.47618670555977,1271.672,LHS Daling,,
Debris slide,155.31579336921294,154192280.57173964,42.2262697421396,432.41847483053806,715.172,LHS Daling,,
Debris slide,51.8013858795166,-209880144.0,15.241023540496826,363.0,1849.445,LHS Daling,,
Debris slide,171.94123077392578,-174840002.66666663,25.788259744644165,353.83333333333326,5196.294,LHS Daling,,
Debris slide,110.33717956542968,13680140.0,22.129599761962886,557.2,3578.623,LHS Daling,,
Debris slide,83.21519470214845,70270649.2,29.29584693908692,624.8,4167.709,LHS Daling,,
Debris slide,89.23388810591264,-44083761.045454554,26.897121169350363,513.2727272727273,18311.381,LHS Daling,,
Debris slide,106.09371337890624,-245375536.0,26.26879253387451,568.0,4932.398,LHS Daling,,
Debris slide,194.779182434082,-272881352.0,17.349284172058105,579.5,1660.289,LHS Daling,,
Debris slide,294.2364512448318,-16151118.668894915,19.38084577464896,624.9010382716507,949.026,LHS Daling,,
Rock slide,212.21943825169612,-187086323.36842105,47.626317626551575,1712.3684210526314,14071.747,MCT zone,Gangtok basin,3.0
Debris slide,151.71463012695312,-286202064.0,34.306193351745605,1614.0,1733.198,MCT zone,Gangtok basin,3.0
Debris slide,200.88952534993487,-127967324.53333332,29.320744482676183,1744.6666666666667,11951.756,MCT zone,Gangtok basin,3.0
Debris slide,194.639214070638,46225044.8,38.96876487731934,1760.2,11882.585,MCT zone,Gangtok basin,3.0
Translational slide,163.81105742583404,-146413120.04054055,38.23619597666973,1299.3243243243244,30001.129,MCT zone,Sikkim,
Rock slide,195.95929718017575,-207791859.725,52.64136962890625,1482.4,8735.563,MCT zone,Sikkim,
Translational slide,202.5561065673828,-700737696.0,52.240517616271966,1999.25,5108.571,MCT zone,Sikkim,
Translational slide,154.55388488769532,-115349049.6,32.41357612609863,2260.4,2895.43,MCT zone,Sikkim,
Debris slide,190.9578603108724,-260638553.66666663,46.05160268147787,2125.0,3922.344,MCT zone,Sikkim,
Debris slide,173.14628982543945,-331830607.0,46.60764408111572,1903.375,6303.546,MCT zone,Sikkim,
Shallow translational slide,162.84230041503906,73089840.0,42.96261405944824,2442.5,1163.644,MCT zone,Sikkim,
Rock slide,153.35411554453324,-62110925.26530612,31.855863636853744,2010.857142857143,40982.661,MCT zone,Sikkim,
Rock slide,171.83524227142334,-142740724.234375,40.97349655628204,1912.3125,13665.818,GHS paro,Gangtok basin,3.0
Rock slide,178.95110212053572,-18514281.42857143,22.18493039267404,1794.2857142857142,7788.502,GHS paro,Gangtok basin,3.0
Rock slide,207.69474931196729,-153490375.8181818,30.109634226018727,1761.0454545454545,18430.472,GHS paro,Gangtok basin,3.0
Debris slide,168.46526718139648,-75059460.5,23.002728223800656,1790.0,2650.508,GHS paro,Gangtok basin,3.0
Debris slide,137.92299333579248,-428857997.811432,42.4265933579578,4130.450097235899,631.628,GHS paro,East Sikkim,4.0
Translational slide,240.66903177897137,-190322544.0,33.18848673502604,3489.333333333333,3257.409,GHS paro,East Sikkim,4.0
Rock slide,208.2861328125,19150172.0,32.171006774902345,3567.4,3514.308,GHS paro,East Sikkim,4.0
Debris slide,95.54293823242189,-101232264.8,41.326343154907214,1199.4,5413.441,GHS paro,East Sikkim,3.0
Translational slide,127.54866316050555,-119452069.24981728,23.501293808220368,1846.4599818223555,1681.631,GHS paro,East Sikkim,3.0
Translational slide,220.63894653320312,-77656026.14285715,28.86240604945592,1382.428571428571,4731.906,GHS paro,East Sikkim,3.0
Debris slide,138.75089953808074,-85848272.38297872,28.94089271667156,1919.4893617021276,39683.634,GHS paro,East Sikkim,3.0
Debris slide,246.12389278411865,25513017.875000004,27.01693153381348,2310.8125,13716.8,GHS paro,East Sikkim,3.0
Debris slide,91.65997695922852,-68748740.0,30.41707801818848,2664.0,1681.275,GHS paro,East Sikkim,3.0
Debris slide,108.65606689453124,-222487344.0,21.512290954589844,2728.0,1184.522,GHS paro,East Sikkim,3.0
Shallow translational slide,156.78956827147329,-188807061.34869537,44.21783541171932,2262.318860407809,916.179,GHS paro,East Sikkim,3.0
Shallow translational slide,157.75861104329428,-155998805.16666663,38.33606719970703,1605.3333333333333,1556.011,GHS paro,East Sikkim,3.0
Debris slide,130.5246429443359,-367440400.0,38.67992528279623,1405.0,1835.49,GHS paro,East Sikkim,3.0
Rock slide,117.05185581075735,-56954425.81248316,41.952654838562005,1669.3103448275863,50668.85,GHS paro,East Sikkim,3.0
Rock slide,114.24268221855164,-122782711.65625,49.84211394190788,1775.34375,27740.694,GHS paro,East Sikkim,3.0
Debris slide,82.38287544250488,-82978318.0,36.6656060218811,1646.25,3930.402,GHS paro,East Sikkim,3.0
Rock slide,128.53654366994704,-127633953.37954155,54.874000884612656,1985.3741613356403,330.193,GHS paro,East Sikkim,3.0
Shallow translational slide,106.28533744812012,-153718836.0,30.990553379058834,1756.25,3282.278,GHS paro,East Sikkim,3.0
Debris slide,199.0272249916466,-451760773.9518688,56.206921468427616,1707.2412968400404,615.748,GHS paro,East Sikkim,3.0
Shallow translational slide,113.00990041097003,-18639486.666666668,50.314683278401695,1847.3333333333328,6369.219,GHS paro,East Sikkim,3.0
Rock slide,110.88628496442522,-199183807.71428567,48.16902528490339,1848.5,10874.902,GHS paro,East Sikkim,3.0
Shallow translational slide,228.5616790771484,-193893080.80000004,45.00653991699218,1966.0,8153.597,GHS paro,East Sikkim,3.0
Debris slide-flow,235.79206184031432,-126286829.17551814,38.754109852054576,2154.7357512953367,159877.04,GHS paro,East Sikkim,3.0
Shallow translational slide,120.7913818359375,-332634672.00000006,45.44174385070801,2090.5,2010.114,GHS paro,East Sikkim,3.0
Rock slide,193.15856170654297,253439792.0,47.583229064941406,2538.875,5770.841,GHS paro,East Sikkim,3.0
Rock slide,176.0378818511963,-210688958.5,57.94967555999756,2394.75,12623.007,GHS paro,East Sikkim,3.0
Shallow translational slide,201.78400004993784,-403133422.81818175,40.06981138749556,2280.5,17773.956,GHS paro,East Sikkim,3.0
Rock slide,178.51779683430993,112320684.66666669,50.674103207058366,1750.111111111111,7093.632,GHS paro,East Sikkim,3.0
Shallow translational slide,205.337890625,378480885.33333325,57.3170280456543,1855.0,2849.774,GHS paro,East Sikkim,3.0
Debris slide,200.46062215169272,-69599873.33333333,49.538972218831375,1497.6666666666667,2909.62,GHS paro,East Sikkim,3.0
Debris slide,193.85671875833913,-338288971.5872246,32.88312110242411,1504.1749962151034,827.841,GHS paro,East Sikkim,3.0
Shallow translational slide,157.8446502685547,-133197516.0,51.741628646850586,2464.5,1207.996,GHS paro,East Sikkim,3.0
Shallow translational slide,179.05581665039062,-239756800.0,47.428663253784165,2438.0,1427.12,GHS paro,East Sikkim,3.0
